addr                 activations  total_active_ms  name
[0]                  1979         752.424          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.006            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.001            Input
[0, 6]               3            24.516           FlatMap
[0, 7]               4            174.108          Consolidate
[0, 8]               4            18.823           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.001            FlatMap
[0, 11]              4            0.007            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            21.488           FlatMap
[0, 14]              5            199.408          ArrangeByKey
[0, 15]              1338         301.226          Iterative
[0, 15, 1]           4            0.006            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           24           0.041            Feedback
[0, 15, 4]           24           0.453            FlatMap
[0, 15, 5]           24           1.477            FlatMap
[0, 15, 6]           64           4.262            ArrangeBySelf
[0, 15, 7]           39           125.846          Join
[0, 15, 8]           22           0.233            Concatenate
[0, 15, 9]           22           25.859           FlatMap
[0, 15, 10]          73           118.143          Arrange: ThresholdTotal
[0, 15, 11]          34           18.631           ThresholdTotal
[0, 15, 12]          24           0.113            ResultsIn
[0, 16]              41           0.060            Leave
[0, 17]              24           1.295            FlatMap
[0, 18]              81           5.476            Consolidate
[0, 19]              4            1.201            AsCollection
[0, 20]              4            0.492            FlatMap
[0, 21]              4            0.409            FlatMap
[0, 22]              4            0.940            FlatMap
[0, 23]              39           0.010            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.001            InspectBatch
