addr                 activations  total_active_ms  name
[0]                  856          777.965          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.003            FlatMap
[0, 3]               4            0.009            Consolidate
[0, 4]               4            0.004            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            28.191           FlatMap
[0, 7]               4            180.266          Consolidate
[0, 8]               4            22.620           AsCollection
[0, 9]               4            0.007            FlatMap
[0, 10]              4            0.041            FlatMap
[0, 11]              5            0.009            Consolidate
[0, 12]              4            0.004            AsCollection
[0, 13]              4            23.629           FlatMap
[0, 14]              5            203.230          ArrangeByKey
[0, 15]              590          305.886          Iterative
[0, 15, 1]           4            0.005            FlatMap
[0, 15, 2]           4            0.005            Enter
[0, 15, 3]           28           0.047            Feedback
[0, 15, 4]           28           0.592            FlatMap
[0, 15, 5]           28           1.565            FlatMap
[0, 15, 6]           44           4.397            ArrangeBySelf
[0, 15, 7]           43           128.322          Join
[0, 15, 8]           30           0.241            Concatenate
[0, 15, 9]           30           26.546           FlatMap
[0, 15, 10]          52           118.931          Arrange: ThresholdTotal
[0, 15, 11]          37           18.790           ThresholdTotal
[0, 15, 12]          28           0.121            ResultsIn
[0, 16]              32           0.064            Leave
[0, 17]              28           1.314            FlatMap
[0, 18]              36           5.639            Consolidate
[0, 19]              4            1.238            AsCollection
[0, 20]              4            0.489            FlatMap
[0, 21]              4            0.407            FlatMap
[0, 22]              4            0.956            FlatMap
[0, 23]              18           0.007            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.005            InspectBatch
