addr                 activations  total_active_ms  name
[0]                  1545         762.750          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.005            FlatMap
[0, 3]               4            0.013            Consolidate
[0, 4]               4            0.008            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            24.401           FlatMap
[0, 7]               4            173.192          Consolidate
[0, 8]               4            17.908           AsCollection
[0, 9]               4            0.012            FlatMap
[0, 10]              4            0.037            FlatMap
[0, 11]              5            0.020            Consolidate
[0, 12]              4            0.006            AsCollection
[0, 13]              4            28.660           FlatMap
[0, 14]              5            201.566          ArrangeByKey
[0, 15]              1029         303.752          Iterative
[0, 15, 1]           4            0.007            FlatMap
[0, 15, 2]           4            0.007            Enter
[0, 15, 3]           26           0.050            Feedback
[0, 15, 4]           26           0.620            FlatMap
[0, 15, 5]           26           1.542            FlatMap
[0, 15, 6]           53           4.445            ArrangeBySelf
[0, 15, 7]           41           126.760          Join
[0, 15, 8]           26           0.248            Concatenate
[0, 15, 9]           26           25.977           FlatMap
[0, 15, 10]          53           118.201          Arrange: ThresholdTotal
[0, 15, 11]          37           18.978           ThresholdTotal
[0, 15, 12]          26           0.123            ResultsIn
[0, 16]              31           0.063            Leave
[0, 17]              26           1.252            FlatMap
[0, 18]              43           5.615            Consolidate
[0, 19]              4            1.201            AsCollection
[0, 20]              4            0.558            FlatMap
[0, 21]              4            0.409            FlatMap
[0, 22]              4            0.924            FlatMap
[0, 23]              23           0.025            Consolidate
[0, 24]              2            0.002            AsCollection
[0, 25]              2            0.002            InspectBatch
