addr                 activations  total_active_ms  name
[0]                  1120         780.050          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.003            FlatMap
[0, 3]               4            0.008            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            29.581           FlatMap
[0, 7]               4            182.373          Consolidate
[0, 8]               4            20.918           AsCollection
[0, 9]               2            0.001            FlatMap
[0, 10]              2            0.001            FlatMap
[0, 11]              2            0.003            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            24.362           FlatMap
[0, 14]              5            203.503          ArrangeByKey
[0, 15]              787          305.406          Iterative
[0, 15, 1]           4            0.005            FlatMap
[0, 15, 2]           2            0.004            Enter
[0, 15, 3]           24           0.040            Feedback
[0, 15, 4]           24           0.446            FlatMap
[0, 15, 5]           24           1.588            FlatMap
[0, 15, 6]           54           4.412            ArrangeBySelf
[0, 15, 7]           41           126.878          Join
[0, 15, 8]           24           0.243            Concatenate
[0, 15, 9]           24           27.638           FlatMap
[0, 15, 10]          62           118.545          Arrange: ThresholdTotal
[0, 15, 11]          34           18.932           ThresholdTotal
[0, 15, 12]          24           0.121            ResultsIn
[0, 16]              33           0.068            Leave
[0, 17]              24           1.210            FlatMap
[0, 18]              44           5.622            Consolidate
[0, 19]              4            1.217            AsCollection
[0, 20]              4            0.469            FlatMap
[0, 21]              4            0.415            FlatMap
[0, 22]              4            0.888            FlatMap
[0, 23]              25           0.007            Consolidate
[0, 24]              2            0.002            AsCollection
[0, 25]              2            0.006            InspectBatch
