addr                 activations  total_active_ms  name
[0]                  1220         782.486          Dataflow
[0, 1]               2            0.000            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.008            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            30.695           FlatMap
[0, 7]               4            182.853          Consolidate
[0, 8]               4            21.264           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.001            FlatMap
[0, 11]              2            0.003            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            23.553           FlatMap
[0, 14]              5            205.787          ArrangeByKey
[0, 15]              839          306.201          Iterative
[0, 15, 1]           4            0.005            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           22           0.047            Feedback
[0, 15, 4]           22           0.561            FlatMap
[0, 15, 5]           22           1.566            FlatMap
[0, 15, 6]           73           4.304            ArrangeBySelf
[0, 15, 7]           38           129.056          Join
[0, 15, 8]           22           0.265            Concatenate
[0, 15, 9]           22           26.436           FlatMap
[0, 15, 10]          75           119.034          Arrange: ThresholdTotal
[0, 15, 11]          33           18.704           ThresholdTotal
[0, 15, 12]          22           0.139            ResultsIn
[0, 16]              40           0.063            Leave
[0, 17]              22           1.242            FlatMap
[0, 18]              75           5.421            Consolidate
[0, 19]              4            1.140            AsCollection
[0, 20]              4            0.502            FlatMap
[0, 21]              4            0.419            FlatMap
[0, 22]              4            0.925            FlatMap
[0, 23]              55           0.013            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.002            InspectBatch
