addr                 activations  total_active_ms  name
[0]                  1005         790.158          Dataflow
[0, 1]               2            0.000            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               4            0.006            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            31.208           FlatMap
[0, 7]               4            185.970          Consolidate
[0, 8]               4            22.931           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              2            0.003            Consolidate
[0, 12]              2            0.002            AsCollection
[0, 13]              4            24.469           FlatMap
[0, 14]              5            204.205          ArrangeByKey
[0, 15]              785          305.558          Iterative
[0, 15, 1]           4            0.013            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           26           0.047            Feedback
[0, 15, 4]           26           0.659            FlatMap
[0, 15, 5]           26           1.615            FlatMap
[0, 15, 6]           46           4.412            ArrangeBySelf
[0, 15, 7]           41           127.386          Join
[0, 15, 8]           26           0.287            Concatenate
[0, 15, 9]           26           26.686           FlatMap
[0, 15, 10]          55           118.359          Arrange: ThresholdTotal
[0, 15, 11]          34           18.865           ThresholdTotal
[0, 15, 12]          26           0.122            ResultsIn
[0, 16]              31           0.064            Leave
[0, 17]              26           1.342            FlatMap
[0, 18]              41           5.651            Consolidate
[0, 19]              3            1.178            AsCollection
[0, 20]              3            0.548            FlatMap
[0, 21]              3            0.450            FlatMap
[0, 22]              3            0.941            FlatMap
[0, 23]              4            2.826            Consolidate
[0, 24]              3            0.003            AsCollection
[0, 25]              3            0.081            InspectBatch
