addr                 activations  total_active_ms  name
[0]                  978          782.131          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.014            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.001            Input
[0, 6]               3            28.794           FlatMap
[0, 7]               4            180.791          Consolidate
[0, 8]               4            22.139           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.001            FlatMap
[0, 11]              2            0.003            Consolidate
[0, 12]              2            0.002            AsCollection
[0, 13]              4            23.079           FlatMap
[0, 14]              5            205.181          ArrangeByKey
[0, 15]              678          307.960          Iterative
[0, 15, 1]           4            0.006            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           24           0.049            Feedback
[0, 15, 4]           24           0.584            FlatMap
[0, 15, 5]           24           1.563            FlatMap
[0, 15, 6]           56           4.411            ArrangeBySelf
[0, 15, 7]           41           128.994          Join
[0, 15, 8]           24           0.298            Concatenate
[0, 15, 9]           24           26.776           FlatMap
[0, 15, 10]          57           119.914          Arrange: ThresholdTotal
[0, 15, 11]          34           18.824           ThresholdTotal
[0, 15, 12]          24           0.129            ResultsIn
[0, 16]              35           0.064            Leave
[0, 17]              24           1.211            FlatMap
[0, 18]              48           5.550            Consolidate
[0, 19]              4            1.224            AsCollection
[0, 20]              4            0.543            FlatMap
[0, 21]              4            0.433            FlatMap
[0, 22]              4            0.927            FlatMap
[0, 23]              16           0.005            Consolidate
[0, 24]              2            0.002            AsCollection
[0, 25]              2            0.008            InspectBatch
