addr                 activations  total_active_ms  name
[0]                  1432         758.158          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.007            Consolidate
[0, 4]               2            0.003            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            24.906           FlatMap
[0, 7]               4            172.509          Consolidate
[0, 8]               4            19.277           AsCollection
[0, 9]               2            0.001            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              4            0.006            Consolidate
[0, 12]              2            0.002            AsCollection
[0, 13]              4            21.706           FlatMap
[0, 14]              5            200.578          ArrangeByKey
[0, 15]              946          306.375          Iterative
[0, 15, 1]           4            0.006            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           24           0.047            Feedback
[0, 15, 4]           24           0.466            FlatMap
[0, 15, 5]           24           1.492            FlatMap
[0, 15, 6]           58           4.336            ArrangeBySelf
[0, 15, 7]           40           128.136          Join
[0, 15, 8]           24           0.260            Concatenate
[0, 15, 9]           24           27.470           FlatMap
[0, 15, 10]          65           118.914          Arrange: ThresholdTotal
[0, 15, 11]          34           18.683           ThresholdTotal
[0, 15, 12]          24           0.121            ResultsIn
[0, 16]              34           0.066            Leave
[0, 17]              24           1.229            FlatMap
[0, 18]              49           5.679            Consolidate
[0, 19]              4            1.184            AsCollection
[0, 20]              4            0.496            FlatMap
[0, 21]              4            0.424            FlatMap
[0, 22]              4            0.947            FlatMap
[0, 23]              18           0.006            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.001            InspectBatch
