addr                 activations  total_active_ms  name
[0]                  1736         751.634          Dataflow
[0, 1]               2            0.000            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.008            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            25.143           FlatMap
[0, 7]               4            170.816          Consolidate
[0, 8]               4            18.999           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              4            0.020            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            22.118           FlatMap
[0, 14]              5            201.451          ArrangeByKey
[0, 15]              1237         299.096          Iterative
[0, 15, 1]           4            0.006            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           28           0.046            Feedback
[0, 15, 4]           28           0.451            FlatMap
[0, 15, 5]           28           1.628            FlatMap
[0, 15, 6]           51           4.209            ArrangeBySelf
[0, 15, 7]           43           127.405          Join
[0, 15, 8]           28           0.274            Concatenate
[0, 15, 9]           28           21.871           FlatMap
[0, 15, 10]          58           117.634          Arrange: ThresholdTotal
[0, 15, 11]          37           18.728           ThresholdTotal
[0, 15, 12]          28           0.119            ResultsIn
[0, 16]              33           0.062            Leave
[0, 17]              28           1.303            FlatMap
[0, 18]              45           5.634            Consolidate
[0, 19]              4            1.322            AsCollection
[0, 20]              4            0.467            FlatMap
[0, 21]              4            0.425            FlatMap
[0, 22]              4            1.095            FlatMap
[0, 23]              5            0.008            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.002            InspectBatch
