addr                 activations  total_active_ms  name
[0]                  1901         749.688          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               4            0.015            Consolidate
[0, 4]               4            0.006            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            26.856           FlatMap
[0, 7]               4            173.751          Consolidate
[0, 8]               4            19.910           AsCollection
[0, 9]               4            0.011            FlatMap
[0, 10]              4            0.034            FlatMap
[0, 11]              5            0.014            Consolidate
[0, 12]              4            0.005            AsCollection
[0, 13]              4            22.143           FlatMap
[0, 14]              5            196.330          ArrangeByKey
[0, 15]              1297         297.050          Iterative
[0, 15, 1]           4            0.012            FlatMap
[0, 15, 2]           4            0.005            Enter
[0, 15, 3]           24           0.043            Feedback
[0, 15, 4]           24           0.492            FlatMap
[0, 15, 5]           24           1.435            FlatMap
[0, 15, 6]           69           4.333            ArrangeBySelf
[0, 15, 7]           40           125.351          Join
[0, 15, 8]           26           0.275            Concatenate
[0, 15, 9]           26           22.830           FlatMap
[0, 15, 10]          66           116.833          Arrange: ThresholdTotal
[0, 15, 11]          36           18.674           ThresholdTotal
[0, 15, 12]          24           0.120            ResultsIn
[0, 16]              31           0.060            Leave
[0, 17]              24           1.309            FlatMap
[0, 18]              101          5.705            Consolidate
[0, 19]              4            1.201            AsCollection
[0, 20]              4            0.469            FlatMap
[0, 21]              4            0.398            FlatMap
[0, 22]              4            0.929            FlatMap
[0, 23]              18           0.010            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.002            InspectBatch
