addr                 activations  total_active_ms  name
[0]                  1661         762.058          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.006            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.001            Input
[0, 6]               3            24.475           FlatMap
[0, 7]               4            177.150          Consolidate
[0, 8]               4            18.907           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              4            0.007            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            22.104           FlatMap
[0, 14]              5            201.084          ArrangeByKey
[0, 15]              1120         305.342          Iterative
[0, 15, 1]           4            0.014            FlatMap
[0, 15, 2]           2            0.006            Enter
[0, 15, 3]           24           0.047            Feedback
[0, 15, 4]           24           0.571            FlatMap
[0, 15, 5]           24           1.542            FlatMap
[0, 15, 6]           57           4.268            ArrangeBySelf
[0, 15, 7]           41           127.195          Join
[0, 15, 8]           24           0.261            Concatenate
[0, 15, 9]           24           26.180           FlatMap
[0, 15, 10]          66           119.640          Arrange: ThresholdTotal
[0, 15, 11]          34           18.851           ThresholdTotal
[0, 15, 12]          24           0.121            ResultsIn
[0, 16]              33           0.060            Leave
[0, 17]              24           1.252            FlatMap
[0, 18]              51           5.619            Consolidate
[0, 19]              4            1.218            AsCollection
[0, 20]              4            0.516            FlatMap
[0, 21]              4            0.428            FlatMap
[0, 22]              4            0.920            FlatMap
[0, 23]              18           0.006            Consolidate
[0, 24]              2            0.006            AsCollection
[0, 25]              2            0.002            InspectBatch
