addr                 activations  total_active_ms  name
[0]                  1867         745.402          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               4            0.007            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            24.814           FlatMap
[0, 7]               4            172.632          Consolidate
[0, 8]               4            19.242           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              4            0.011            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            21.822           FlatMap
[0, 14]              5            196.380          ArrangeByKey
[0, 15]              1264         296.761          Iterative
[0, 15, 1]           4            0.006            FlatMap
[0, 15, 2]           2            0.003            Enter
[0, 15, 3]           24           0.046            Feedback
[0, 15, 4]           24           0.519            FlatMap
[0, 15, 5]           24           1.517            FlatMap
[0, 15, 6]           57           4.235            ArrangeBySelf
[0, 15, 7]           40           124.956          Join
[0, 15, 8]           24           0.235            Concatenate
[0, 15, 9]           24           23.485           FlatMap
[0, 15, 10]          61           116.215          Arrange: ThresholdTotal
[0, 15, 11]          36           18.664           ThresholdTotal
[0, 15, 12]          24           0.125            ResultsIn
[0, 16]              33           0.068            Leave
[0, 17]              24           1.266            FlatMap
[0, 18]              48           5.628            Consolidate
[0, 19]              4            1.203            AsCollection
[0, 20]              4            0.553            FlatMap
[0, 21]              4            0.433            FlatMap
[0, 22]              4            0.953            FlatMap
[0, 23]              16           0.007            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.001            InspectBatch
