addr                 activations  total_active_ms  name
[0]                  2789         679.735          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.003            FlatMap
[0, 3]               4            0.009            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            24.546           FlatMap
[0, 7]               4            172.046          Consolidate
[0, 8]               3            19.569           AsCollection
[0, 9]               2            0.004            FlatMap
[0, 10]              2            0.003            FlatMap
[0, 11]              2            0.006            Consolidate
[0, 12]              2            0.002            AsCollection
[0, 13]              3            31.210           FlatMap
[0, 14]              4            227.164          ArrangeByKey
[0, 15]              2152         195.718          Iterative
[0, 15, 1]           4            0.007            FlatMap
[0, 15, 2]           2            0.004            Enter
[0, 15, 3]           26           0.040            Feedback
[0, 15, 4]           26           0.449            FlatMap
[0, 15, 5]           26           1.031            FlatMap
[0, 15, 6]           231          2.358            ArrangeBySelf
[0, 15, 7]           39           79.047           Join
[0, 15, 8]           26           0.176            Concatenate
[0, 15, 9]           26           14.601           FlatMap
[0, 15, 10]          124          79.581           Arrange: ThresholdTotal
[0, 15, 11]          34           9.474            ThresholdTotal
[0, 15, 12]          26           0.076            ResultsIn
[0, 16]              170          0.068            Leave
[0, 17]              26           0.983            FlatMap
[0, 18]              179          3.386            Consolidate
[0, 19]              4            0.649            AsCollection
[0, 20]              4            0.313            FlatMap
[0, 21]              4            0.219            FlatMap
[0, 22]              4            0.469            FlatMap
[0, 23]              56           0.015            Consolidate
[0, 24]              2            0.003            AsCollection
[0, 25]              2            0.003            InspectBatch
