addr                 activations  total_active_ms  name
[0]                  1832         761.695          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.003            FlatMap
[0, 3]               3            0.008            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            25.097           FlatMap
[0, 7]               4            175.465          Consolidate
[0, 8]               4            19.164           AsCollection
[0, 9]               2            0.003            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              4            0.007            Consolidate
[0, 12]              2            0.004            AsCollection
[0, 13]              4            22.031           FlatMap
[0, 14]              5            201.252          ArrangeByKey
[0, 15]              1234         305.779          Iterative
[0, 15, 1]           4            0.007            FlatMap
[0, 15, 2]           2            0.004            Enter
[0, 15, 3]           22           0.052            Feedback
[0, 15, 4]           22           0.574            FlatMap
[0, 15, 5]           22           1.542            FlatMap
[0, 15, 6]           70           4.380            ArrangeBySelf
[0, 15, 7]           38           127.829          Join
[0, 15, 8]           22           0.253            Concatenate
[0, 15, 9]           22           25.595           FlatMap
[0, 15, 10]          87           119.793          Arrange: ThresholdTotal
[0, 15, 11]          32           19.117           ThresholdTotal
[0, 15, 12]          22           0.123            ResultsIn
[0, 16]              39           0.066            Leave
[0, 17]              22           1.233            FlatMap
[0, 18]              70           5.710            Consolidate
[0, 19]              4            1.194            AsCollection
[0, 20]              4            0.534            FlatMap
[0, 21]              4            0.395            FlatMap
[0, 22]              4            0.915            FlatMap
[0, 23]              16           0.007            Consolidate
[0, 24]              2            0.002            AsCollection
[0, 25]              2            0.002            InspectBatch
