addr                 activations  total_active_ms  name
[0]                  1472         759.881          Dataflow
[0, 1]               2            0.001            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               3            0.008            Consolidate
[0, 4]               2            0.002            AsCollection
[0, 5]               2            0.001            Input
[0, 6]               3            25.612           FlatMap
[0, 7]               4            176.730          Consolidate
[0, 8]               4            19.199           AsCollection
[0, 9]               2            0.002            FlatMap
[0, 10]              2            0.001            FlatMap
[0, 11]              4            0.010            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            22.590           FlatMap
[0, 14]              5            202.639          ArrangeByKey
[0, 15]              1057         300.013          Iterative
[0, 15, 1]           4            0.006            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           26           0.047            Feedback
[0, 15, 4]           26           0.468            FlatMap
[0, 15, 5]           26           1.517            FlatMap
[0, 15, 6]           51           4.362            ArrangeBySelf
[0, 15, 7]           39           126.045          Join
[0, 15, 8]           24           0.251            Concatenate
[0, 15, 9]           24           23.644           FlatMap
[0, 15, 10]          59           118.296          Arrange: ThresholdTotal
[0, 15, 11]          34           18.732           ThresholdTotal
[0, 15, 12]          26           0.121            ResultsIn
[0, 16]              32           0.066            Leave
[0, 17]              26           1.281            FlatMap
[0, 18]              55           5.549            Consolidate
[0, 19]              4            1.219            AsCollection
[0, 20]              4            0.541            FlatMap
[0, 21]              4            0.453            FlatMap
[0, 22]              4            0.933            FlatMap
[0, 23]              17           0.009            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.001            InspectBatch
