addr                 activations  total_active_ms  name
[0]                  746          782.366          Dataflow
[0, 1]               2            0.000            Input
[0, 2]               2            0.002            FlatMap
[0, 3]               4            0.005            Consolidate
[0, 4]               2            0.001            AsCollection
[0, 5]               2            0.000            Input
[0, 6]               3            29.613           FlatMap
[0, 7]               4            182.302          Consolidate
[0, 8]               4            21.062           AsCollection
[0, 9]               2            0.001            FlatMap
[0, 10]              2            0.002            FlatMap
[0, 11]              3            0.003            Consolidate
[0, 12]              2            0.001            AsCollection
[0, 13]              4            20.478           FlatMap
[0, 14]              5            206.576          ArrangeByKey
[0, 15]              500          308.459          Iterative
[0, 15, 1]           4            0.005            FlatMap
[0, 15, 2]           2            0.002            Enter
[0, 15, 3]           26           0.046            Feedback
[0, 15, 4]           26           0.550            FlatMap
[0, 15, 5]           26           1.507            FlatMap
[0, 15, 6]           49           4.277            ArrangeBySelf
[0, 15, 7]           41           130.157          Join
[0, 15, 8]           26           0.315            Concatenate
[0, 15, 9]           26           26.884           FlatMap
[0, 15, 10]          58           118.933          Arrange: ThresholdTotal
[0, 15, 11]          37           18.842           ThresholdTotal
[0, 15, 12]          26           0.118            ResultsIn
[0, 16]              31           0.055            Leave
[0, 17]              26           1.245            FlatMap
[0, 18]              41           5.640            Consolidate
[0, 19]              4            1.272            AsCollection
[0, 20]              4            0.542            FlatMap
[0, 21]              4            0.474            FlatMap
[0, 22]              4            1.026            FlatMap
[0, 23]              5            0.004            Consolidate
[0, 24]              2            0.001            AsCollection
[0, 25]              2            0.005            InspectBatch
